ID,Price
0,21279.985651328083
1,35305.45239552796
2,21085.585162554704
3,10319.540883648046
4,26438.17680809375
5,19526.3872450191
6,19172.776940328702
7,30848.439397134647
8,40344.12193616484
9,18690.77070160752
10,22597.987739739237
11,18047.713454279346
12,27518.808494240777
13,21357.934314338927
14,38795.9682696804
15,9460.010239016563
16,23899.57633874354
17,30232.95951962262
18,17057.046788305644
19,18853.2874146436
20,13885.730814197708
21,20286.82003966321
22,19186.87432151755
23,19767.829145738724
24,26073.375834539835
25,16539.799496840897
26,25886.428242450165
27,29043.599478199427
28,26257.45887934774
29,22825.481148883024
30,19301.030862250693
31,33777.56850440336
32,17516.29127861458
33,22753.04042888089
34,19156.447915453835
35,18901.198246518354
36,22499.279932895526
37,39502.03892515422
38,39369.3201774072
39,36093.100642597354
40,17972.554138534702
41,19597.26063487331
42,24152.9698685624
43,36665.46738357252
44,44334.12230942075
45,18634.51984981097
46,19461.527106778212
47,18950.236934390927
48,21876.047035421885
49,21685.46293738128
50,15505.244005276965
51,18904.08585814029
52,15555.23815388182
53,16069.193053331737
54,26502.599055027327
55,14249.978474901178
56,8600.917448575752
57,13886.080620906476
58,20081.084352970403
59,23949.42584424103
60,9026.224388064958
61,19655.35318981389
62,23054.45077270505
63,14330.802395994608
64,7921.371218000571
65,19431.736531004197
66,18935.356159995972
67,10429.856146317454
68,18420.758970953855
69,16300.117438689076
70,19007.899760843517
71,31333.221504101126
72,25705.289704877767
73,40914.73947544344
74,15237.42641671504
75,8822.242907798916
76,8743.584464861577
77,11854.414890329092
78,13912.247525578336
79,12813.199617391325
80,27342.266337779092
81,12776.82018371709
82,26377.759005489715
83,16491.615208427997
84,17041.829181394773
85,15977.606802990167
86,31629.820887729675
87,14999.94208270801
88,13109.551762993398
89,24644.965565649836
90,30004.065477318683
91,31889.75556099897
92,15689.573893088938
93,23566.230831922596
94,16065.130235331924
95,21616.445097130207
96,15858.659672197822
97,12823.704153402025
98,22842.01164629893
99,20442.907087136227
100,17776.73848471899
101,9127.79755901723
102,24802.052355568423
103,19971.12633983931
104,15797.52786247545
105,34931.52591507543
106,21807.525866872056
107,29750.527459601693
108,43980.86742540532
109,18935.356159995972
110,13483.86774068918
111,10501.048201799618
112,20904.575958178884
113,10712.864224410672
114,16866.848291160062
115,13292.98867629355
116,21519.409420011638
117,17107.71911540197
118,8866.216648991141
119,10274.981934781808
120,9301.16136589994
121,32418.073691907095
122,12800.748811832382
123,22764.261474977488
124,10685.75246785388
125,18989.184385779463
126,22569.7469944059
127,16219.566230977702
128,21072.365976083656
129,12806.133698188161
130,21244.42935743924
131,22044.753106699198
132,31889.75556099897
133,15549.850820288824
134,15052.938379932153
135,33843.609854865696
136,18458.89009764146
137,29953.041196012222
138,11316.745258392748
139,30772.324203467953
140,13346.735538855024
141,48560.125349749025
142,32928.883845821336
143,40829.58553375048
144,11938.339306099748
145,27894.421829249506
146,29144.133748377033
147,15609.187719334628
148,29883.03792018422
149,25102.15127268802
150,23412.89055045989
151,18425.43313689798
152,21085.585162554704
153,10920.713577089053
154,20023.47038014916
155,26539.147011526624
156,24641.027550272098
157,29429.939006137287
158,10501.048201799618
159,24327.516108981425
160,16249.788939169066
161,18913.478423153225
162,17712.603951792353
163,10606.764303628388
164,18249.678162484626
165,17392.96478245068
166,15657.006258576639
167,19324.363881362253
168,23987.937995981403
169,19357.18059940135
170,31418.86462047656
171,19241.404840161318
172,14203.00373274463
173,24941.095434980947
174,10644.941559195728
175,17588.418773579528
176,22332.5100683877
177,23725.39098158654
178,16539.799496840897
179,31846.429558264514
180,8767.53320714712
181,17845.10364110019
182,10318.762477195009
183,15925.914260516194
184,19421.200660662977
185,21755.722537564572
186,13057.771147849011
187,30942.34347884933
188,10468.080742708635
189,21367.555825763102
190,29960.39032392707
191,14182.09361145161
192,14675.268491095234
193,16865.903400731357
194,25815.437254344528
195,11587.355976346738
196,20192.3265208071
197,16939.615796426126
198,13861.273804598655
199,19171.93121107178
200,13925.663999951586
201,23575.026965817287
202,15463.961636070906
203,21782.585374329312
204,22416.257231578627
205,19626.21451029963
206,24075.632632456553
207,19098.117545683766
208,17222.56760358873
209,17689.488186962728
210,14323.285238032227
211,17981.468536506163
212,40038.54022928279
213,38056.98526543114
214,14938.585172950226
215,17019.907821310582
216,12976.270018424313
217,20497.806034332283
218,18087.977838929903
219,42399.42127121806
220,27838.050727977406
221,20904.575958178884
222,12917.995898654097
223,21493.175898143127
224,11841.116572180963
225,12229.920878893636
226,18774.315741707065
227,15453.409824647117
228,41612.89165327543
229,27806.123005864236
230,10501.048201799618
231,16400.079181290024
232,19246.744811350603
233,21821.49317332955
234,18392.224939127536
235,22770.80701426087
236,17843.37064768563
237,23844.080614447088
238,24941.095434980947
239,28301.4025310231
240,19640.074850915622
241,22943.311903456084
242,33707.6462048042
243,13346.189985998468
244,21169.50957832536
245,9863.85603811939
246,20767.58645939984
247,24152.728283371318
248,15676.50419670693
249,29571.680705744067
250,17552.316596926925
251,10480.418458669286
252,11401.295248211916
253,14750.97535900143
254,16329.996881458812
255,19312.71851950914
256,17890.15788410182
257,12568.673878596886
258,52950.98741103463
259,22576.792674091175
260,22137.057772122494
261,43056.849800355594
262,41695.66014293345
263,9833.336331961189
264,17514.243569022274
265,14202.620287804873
266,17969.688491385234
267,16849.962763439293
268,24152.728283371318
269,15197.151603058308
270,31479.118658165407
271,24684.232251249097
272,16174.214414719658
273,18425.553507009245
274,21248.435339213072
275,22016.42461584629
276,23063.319713610304
277,16486.53962017662
278,19861.05086131015
279,40189.170981958894
280,16097.68176840771
281,37010.50047303885
282,13691.445547552914
283,45971.98418552762
284,13642.36090193262
285,24848.2145172857
286,22129.075549821675
287,29034.82095933851
288,36772.64103034445
289,18267.860106898486
290,27057.622076180643
291,14029.025701949504
292,24834.598350425338
293,37314.42523533062
294,22130.211255080023
295,25676.026361710214
296,28511.73235332065
297,17386.283995011618
298,24327.912929780556
299,13719.608893361907
300,18142.864481234814
301,19800.2848567549
302,13220.5700631465
303,17988.961156431284
304,19299.521140826288
305,22693.269685389507
306,16894.441131653606
307,37042.87842461946
