ID,Price
0,22126.773
1,36152.4
2,21066.016
3,9198.001
4,29015.281
5,17460.035
6,19633.398
7,30074.021
8,43175.24
9,18427.018
10,19854.006
11,17345.465
12,32240.834
13,20967.744
14,36858.145
15,7376.004
16,21281.068
17,30624.764
18,15520.18
19,18881.055
20,13987.323
21,20635.707
22,19873.85
23,17613.805
24,29456.777
25,17400.39
26,25106.404
27,30365.943
28,27341.68
29,22876.74
30,19054.906
31,35063.793
32,15714.709
33,23858.473
34,18657.701
35,18419.861
36,21142.158
37,40864.36
38,42550.945
39,37368.957
40,16331.658
41,16589.258
42,23642.428
43,36567.71
44,45648.74
45,16573.898
46,20017.92
47,19410.54
48,19292.182
49,19699.602
50,14426.847
51,18002.69
52,15946.661
53,14642.791
54,24628.762
55,15688.264
56,8477.994
57,14203.064
58,21315.088
59,21855.492
60,6970.802
61,17702.377
62,22201.795
63,15389.766
64,5555.696
65,18782.002
66,18746.053
67,9941.662
68,18916.615
69,14660.312
70,18223.898
71,33751.14
72,25154.08
73,42507.61
74,13821.436
75,7498.6655
76,7027.6807
77,10862.61
78,12477.199
79,12688.345
80,28313.182
81,13895.889
82,24137.111
83,15867.386
84,15210.67
85,14439.427
86,32527.492
87,13809.091
88,10292.246
89,25648.62
90,31266.678
91,34465.055
92,14278.812
93,25225.346
94,18948.723
95,22628.758
96,14119.929
97,10411.6875
98,25101.24
99,22646.525
100,17525.988
101,7695.1187
102,30027.53
103,20513.133
104,17252.143
105,32217.809
106,21919.428
107,30185.406
108,49810.87
109,18559.766
110,13583.961
111,8557.229
112,21687.059
113,9551.37
114,15663.53
115,9931.567
116,20077.725
117,12620.052
118,7201.1895
119,9844.449
120,8191.303
121,30977.977
122,12095.309
123,21057.453
124,9537.853
125,18208.451
126,25723.268
127,15959.194
128,23564.1
129,13881.644
130,20985.855
131,22629.115
132,34465.055
133,14580.7295
134,14240.446
135,34851.86
136,16173.148
137,30010.143
138,10903.187
139,30379.93
140,14702.967
141,46680.137
142,31933.035
143,43836.953
144,10862.61
145,29314.154
146,27938.834
147,13511.2
148,31442.04
149,24721.26
150,22342.01
151,18184.229
152,21357.604
153,10187.995
154,19700.0
155,26311.53
156,26774.568
157,35824.613
158,10055.618
159,22535.355
160,16929.123
161,17665.273
162,18610.39
163,10472.441
164,17417.645
165,16164.237
166,16625.959
167,20327.924
168,25278.002
169,18802.24
170,31673.297
171,19613.445
172,13464.041
173,27566.629
174,8943.523
175,17328.705
176,21469.127
177,22959.055
178,15604.974
179,31794.443
180,7138.279
181,16934.146
182,10522.169
183,15062.286
184,17702.377
185,21031.53
186,14924.533
187,28921.838
188,10214.249
189,20889.307
190,32457.934
191,15073.311
192,12314.257
193,15703.225
194,34831.58
195,10708.617
196,18767.783
197,15290.49
198,12945.992
199,17805.555
200,11881.019
201,22306.686
202,14946.616
203,23020.025
204,23957.752
205,17970.742
206,23792.686
207,17440.77
208,15388.328
209,15714.709
210,14590.9795
211,16817.523
212,40414.594
213,38587.598
214,14956.032
215,18582.135
216,11729.765
217,21870.582
218,18211.041
219,41385.87
220,28064.334
221,21687.059
222,13187.871
223,21031.53
224,9632.313
225,12661.168
226,20526.816
227,14453.863
228,43836.953
229,28528.797
230,10343.596
231,14660.312
232,17716.594
233,20889.307
234,19410.54
235,22610.504
236,16597.375
237,23122.479
238,27566.629
239,28529.738
240,19976.19
241,23567.133
242,35787.855
243,12574.589
244,18360.457
245,9956.057
246,20797.75
247,25401.178
248,14233.085
249,30180.879
250,19287.355
251,9212.739
252,12134.39
253,16133.438
254,16481.7
255,18247.1
256,16913.232
257,12598.358
258,52237.96
259,22517.666
260,22147.467
261,41879.258
262,44641.996
263,8914.941
264,17525.988
265,15034.48
266,20045.281
267,16875.059
268,25401.178
269,14433.404
270,34378.47
271,25535.342
272,16379.853
273,21434.523
274,20851.568
275,21503.889
276,21272.664
277,16602.393
278,19431.428
279,40414.594
280,14959.617
281,36979.492
282,13059.519
283,48066.973
284,13494.464
285,22133.838
286,22238.205
287,32374.053
288,36253.51
289,17712.81
290,28870.482
291,13072.406
292,23933.957
293,38994.562
294,23068.473
295,26332.2
296,26182.254
297,15677.222
298,23338.002
299,12129.142
300,16962.107
301,19996.418
302,12715.151
303,15919.471
304,20538.014
305,24855.238
306,17157.006
307,36646.508
